0,1,2,3,4,5,6,7
566,2,1,[5590 5598 5268],[5383 5640 5566],9.873015873015873,9.493827160493828,0.11213917834471232
567,2,1,[5599 5599 5285],[5384 5658 5577],9.857394366197184,9.47887323943662,0.11213917834471232
568,2,1,[5608 5600 5302],[5385 5676 5588],9.855887521968366,9.46397188049209,0.11213917834471232
569,1,1,[5617 5601 5319],[5394 5686 5601],9.85438596491228,9.463157894736842,0.11213917834471232
570,1,1,[5626 5602 5336],[5403 5696 5614],9.852889667250437,9.462346760070053,0.11213917834471232
571,1,1,[5635 5603 5353],[5412 5706 5627],9.851398601398602,9.461538461538462,0.11213917834471232
572,1,1,[5644 5604 5370],[5421 5716 5640],9.849912739965095,9.460732984293193,0.11213917834471232
573,1,1,[5653 5605 5387],[5430 5726 5653],9.848432055749129,9.45993031358885,0.11213917834471232
574,1,1,[5662 5606 5404],[5439 5736 5666],9.84695652173913,9.459130434782608,0.11213917834471232
575,1,1,[5671 5607 5421],[5448 5746 5679],9.84548611111111,9.458333333333334,0.11213917834471232
576,1,1,[5680 5608 5438],[5457 5756 5692],9.844020797227037,9.457538994800693,0.11213917834471232
577,1,1,[5689 5609 5455],[5466 5766 5705],9.842560553633218,9.456747404844291,0.11213917834471232
578,1,1,[5698 5610 5472],[5475 5776 5718],9.841105354058723,9.455958549222798,0.11213917834471232
579,1,1,[5707 5611 5489],[5484 5786 5731],9.839655172413794,9.455172413793104,0.11213917834471232
580,1,1,[5716 5612 5506],[5493 5796 5744],9.838209982788296,9.454388984509466,0.11213917834471232
581,1,1,[5725 5613 5523],[5502 5806 5757],9.836769759450172,9.45360824742268,0.11213207829075245
582,1,1,[5734 5614 5540],[5511 5816 5770],9.835334476843911,9.452830188679245,0.11069679568449153
583,1,1,[5743 5615 5557],[5520 5826 5783],9.83390410958904,9.452054794520548,0.10926642842962053
584,1,1,[5752 5616 5574],[5529 5836 5796],9.832478632478633,9.451282051282051,0.10784095131921312
585,1,1,[5761 5617 5591],[5538 5846 5809],9.831058020477816,9.450511945392492,0.10642033931839556
586,1,1,[5770 5618 5608],[5547 5856 5822],9.829642248722317,9.449744463373083,0.10500456756289722
587,1,1,[5779 5619 5625],[5556 5866 5835],9.828231292517007,9.448979591836734,0.10359361135758682
588,1,1,[5788 5620 5642],[5565 5876 5848],9.826825127334466,9.448217317487266,0.10218744617504605
589,1,1,[5797 5621 5659],[5574 5886 5861],9.82542372881356,9.447457627118643,0.10078604765413957
590,1,1,[5806 5622 5676],[5583 5896 5874],9.824027072758037,9.446700507614214,0.09938939159861704
